"ID","Site","TRQ","Geno","GLS","SLA","Obs","Stg","FLN","FRN","INH","PL1","PL2","Nec","TCO","LFN","DLN","AvgPCD","herbType","y","x","L.R","date"
"p975","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p976","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p977","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p978","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p979","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p980","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p981","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p982","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p983","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p984","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p985","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p986","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p987","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p988","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p989","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p990","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p991","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p992","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p993","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p994","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p995","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p996","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p997","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p998","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p999","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1000","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1001","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1002","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1003","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1004","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1005","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1006","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1007","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1008","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1009","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1010","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1011","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1012","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1013","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1014","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1015","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1016","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1017","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1018","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1019","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1020","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1021","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1022","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1023","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1024","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1025","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1026","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1027","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1028","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1029","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1030","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1031","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1032","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1033","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1034","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1035","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1036","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1037","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1038","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1039","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1040","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1041","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1042","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1043","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1044","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1045","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1046","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1047","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1048","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1049","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1050","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1051","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1052","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1053","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1054","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1055","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1056","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1057","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1058","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1059","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1060","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1061","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1062","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1063","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1064","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1065","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1066","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1067","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1068","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1069","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1070","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1071","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1072","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1073","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1074","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1075","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1076","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1077","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1078","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1079","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1080","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1081","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1082","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1083","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1084","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1085","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1086","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1087","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1088","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1089","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1090","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1091","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1092","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1093","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1094","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1095","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1096","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1097","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1098","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1099","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1100","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1101","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1102","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1103","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1104","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1105","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1106","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1107","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1108","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1109","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1110","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1111","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1112","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1113","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1114","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1115","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1116","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1117","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1118","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1119","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1120","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1121","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1122","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1123","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1124","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1125","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1126","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1127","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1128","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1129","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1130","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1131","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1132","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1133","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1134","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1135","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1136","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1137","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1138","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1139","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1140","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1141","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1142","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1143","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1144","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1145","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1146","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1147","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1148","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1149","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1150","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1151","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1152","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1153","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1154","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1155","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1156","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1157","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1158","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1159","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1160","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1161","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1162","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1163","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1164","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1165","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1166","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1167","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1168","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1169","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1170","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1171","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1172","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1173","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1174","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1175","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1176","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1177","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1178","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1179","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1180","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1181","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1182","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1183","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1184","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1185","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1186","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1187","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1188","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1189","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1190","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1191","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1192","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1193","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1194","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1195","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1196","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1197","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1198","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1199","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1200","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1201","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1202","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1203","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1204","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1205","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1206","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1207","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1208","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1209","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p1210","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
