"ID","Site","TR","QUAD","Geno","GLS","SLA","Obs","Stg","FLN","FRN","INH","PL1","PL2","Nec","TCO","LFN","DLN","AvgPCD","herbType","y","date","H","W","FRL","PC","FLA","notes","x.2","trip","genoSuspect"
"p545","UTWM","str2",NA,"1",192,1,"CR","FS",6,4,"44",5,10,1,NA,"52",5,5,"chewing; window",NA,"6/24/24",452,91,"14",1,1,"green aphids; orange eggs-ball",NA,1,"str"
"p546","UTWM","str2",NA,"1",193,1,"CR","FS",3,4,"19",3,7,1,NA,"32",2,5,"chewing; window",NA,"6/24/24",51,56,"10.5",1,1,"",NA,1,"str"
"p547","UTWM","str2",NA,"1",197,1,"MS","FS",4,5,"35",NA,NA,0,NA,"65",2,5,"chewing",NA,"6/24/24",281,80,"19",1,1,"BWR",NA,1,"str"
"p548","UTWM","str2",NA,"1",196,1,"MS","FS",7,11,"112",6,10,0,NA,"45",1,5,"chewing",NA,"6/24/24",541,65,"31",1,1,"",NA,1,"str"
"p549","UTWM","str2",NA,"1",195,1,"MS","FS",19,24,"95",5,10,0,NA,"123",1,5,"window",NA,"6/24/24",590,6,"35",1,1,"2 dead stalks",NA,1,"str"
"p550","UTWM","str2",NA,"1",200,1,"MS","FS",7,6,"69",6,9,1,NA,"47",0,0,"",NA,"6/24/24",275,44,"22",1,1,"",NA,1,"str"
"p551","UTWM","str2",NA,"1",198,1,"CR","FS",4,6,"45",5,9,1,NA,"36",3,5,"chewing",NA,"6/24/24",431,63,"17",1,1,"",NA,1,"str"
"p552","UTWM","str2",NA,"1",199,1,"CR","FS",3,4,"33",5,9,1,NA,"42",2,5,"window",NA,"6/24/24",353,54,"16",1,1,"silver moth",NA,1,"str"
"p553","SOV","3",1,NA,NA,NA,"KM","FS",14,10,"122",NA,NA,NA,"1","61",4,100,"absent","6.5","7/7/24",354,16,NA,NA,NA,"BWR; frts have holes; dry leaves","9.8",2,"hyb"
"p554","SOV","3",1,NA,NA,NA,"KM","FS",65,60,"171",NA,NA,NA,"1","157",7,60,"chew; absent","0","7/7/24",290,29,NA,NA,NA,"BWR; lvs dry","24",2,"hyb"
"p558","SOV","3",1,NA,NA,NA,"KM","SO",0,24,"226",NA,NA,NA,"1","22",1,10,"chew","100","7/7/24",540,20,NA,NA,NA,"BWR;","93",2,"hyb"
"p564","SOV","3",2,NA,NA,NA,"MS","FS",7,45,NA,NA,NA,NA,NA,"74",12,95,"chew; absent","97","7/7/24",512,47,NA,NA,NA,"seeds collected","99",2,"ret"
"p629","SOV","3",7,NA,NA,NA,"KM","FS",7,21,"125",NA,NA,NA,NA,"11",0,0,"","60","7/7/24",377,25,NA,NA,NA,"","48",2,"ret"
"p630","SOV","3",7,NA,NA,NA,"KM","FS",9,36,"249",NA,NA,NA,NA,"18",0,0,"","69","7/7/24",547,28,NA,NA,NA,"BWR","46",2,"ret"
"p631","SOV","3",8,NA,NA,NA,"KM","FS",6,27,"201",NA,NA,NA,NA,"17",7,75,"chew; absent","67","7/7/24",444,20,NA,NA,NA,"","41",2,"ret"
"p632","SOV","3",8,NA,NA,NA,"KM","FS",15,27,"55",NA,NA,NA,NA,"36",0,0,"","95","7/7/24",251,22,NA,NA,NA,"BWR; dried leaves","55",2,"ret"
"p634","ARR","2",1,"1",NA,NA,"MS","FS",11,7,"134",NA,NA,NA,NA,"24",0,0,"","33","7/9/24",390,21,NA,NA,NA,"","40",2,"hyb"
"p636","ARR","2",1,"1",NA,NA,"MS","FS",4,6,"80",NA,NA,NA,NA,"28",0,0,"","40","7/9/24",292,19,NA,NA,NA,"nail to W; 3 pregant fruits","40.5",2,"hyb"
"p647","ARR","2",1,"1",NA,NA,"MS","FS",10,7,"41",NA,NA,NA,"1","50",0,0,"","31","7/9/24",295,25,NA,NA,NA,"2 flower gals; nail to W","37",2,"hyb"
"p651","ARR","2",1,"1",NA,NA,"MS","FS",4,5,"66",NA,NA,NA,NA,"27",0,0,"","18","7/9/24",290,22,NA,NA,NA,"collected beetle from fruit","45",2,"hyb"
"p652","ARR","2",1,"1",NA,NA,"MS","FS",2,5,"65",NA,NA,NA,NA,"19",0,0,"","20","7/9/24",269,15,NA,NA,NA,"","49",2,"hyb"
"p653","ARR","2",1,"1",NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"21",0,0,"","24","7/9/24",25,25,NA,NA,NA,"dead stalk","32",2,"hyb"
"p654","ARR","2",1,NA,212,NA,"MS","FS",3,2,"81",NA,NA,NA,NA,"23",0,0,"","24","7/9/24",310,31,NA,NA,NA,"","35",2,"str"
"p659","ARR","2",1,"1",NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"25",2,5,"chew; window","11","7/9/24",21,21,NA,NA,NA,"BWR","50",2,"hyb"
"p660","ARR","2",1,"1",NA,NA,"MS","B",0,0,"0",NA,NA,NA,NA,"32",2,10,"window","8","7/9/24",40,25,NA,NA,NA,"","50",2,"hyb"
"p661","ARR","2",1,"1",NA,NA,"MS","FS",6,9,"13",NA,NA,NA,NA,"31",0,0,"","2","7/9/24",240,25,NA,NA,NA,"1 fruit aborted","50",2,"hyb"
"p668","ARR","2",1,"1",NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"24",0,0,"","28","7/9/24",15,33,NA,NA,NA,"dead stalk","24.5",2,"hyb"
"p677","ARR","2",1,"1",214,NA,"MS","FS",5,10,"170",NA,NA,NA,NA,"23",0,0,"","4","7/9/24",43,20,NA,NA,NA,"yellowing lvs","39",2,"hyb"
"p684","ARR","2",1,NA,NA,NA,"MS","SO",0,3,"70",NA,NA,NA,NA,"13",6,70,"chew","26.5","7/9/24",250,4,NA,NA,NA,"","19.2",2,"str"
"p688","ARR","2",1,NA,NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"4",0,0,"","49","7/9/24",5,7,NA,NA,NA,"nail to NW","14",2,"str"
"p689","ARR","2",1,NA,215,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"41",0,0,"","42","7/9/24",17,30,NA,NA,NA,"nail to W","13",2,"hyb"
"p693","ARR","2",1,NA,NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"26",4,5,"window","42","7/9/24",20,30,NA,NA,NA,"","6",2,"hyb"
"p700","ARR","2",1,NA,NA,NA,"MS","FS",5,9,"125",NA,NA,NA,NA,"14",1,5,"chew","39","7/9/24",301,20,NA,NA,NA,"one fruit absent; nail to W","5",2,"hyb"
"p701","ARR","2",1,NA,NA,NA,"MS","FO",1,0,"38",NA,NA,NA,"1","12",0,0,"","39","7/9/24",170,17,NA,NA,NA,"nail to W","6",2,"hyb"
"p888","ARR","2",1,NA,NA,NA,"KM","FS",4,11,"169",NA,NA,NA,NA,"22",0,0,"","4","7/9/24",404,17,NA,NA,NA,"","89",2,"hyb"
"p889","ARR","2",1,NA,NA,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"18",0,0,"","11","7/9/24",21,24,NA,NA,NA,"very big dead stalk","17",2,"str"
"p890","ARR","2",1,NA,NA,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"15",7,20,"window; chew","17","7/9/24",13,20,NA,NA,NA,"","13.5",2,"hyb"
"p896","ARR","2",1,NA,NA,NA,"KM","SO",0,3,"56",NA,NA,NA,"1","19",3,20,"chew","22.5","7/9/24",294,16,NA,NA,NA,"2 fruits chewd off","1",2,"hyb"
"p897","ARR","2",1,NA,NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"3",0,0,"","29.5","7/9/24",7,10,NA,NA,NA,"share nail w/ p891-p895","17.5",2,"str"
"p902","ARR","2",2,NA,NA,NA,"KM","SO",0,2,"80",NA,NA,NA,NA,"14",0,0,"","20","7/9/24",200,24,NA,NA,NA,"dead stalk; p902-p903 share a nail","100-4.6",2,"str"
"p903","ARR","2",2,NA,NA,NA,"KM","FO",2,0,"2",NA,NA,NA,NA,"16",0,0,"","18.5","7/9/24",61,22,NA,NA,NA,"p902-p903 share a nail","100-5.5",2,"str"
"p904","ARR","2",2,"1",NA,NA,"KM","R",NA,NA,NA,NA,NA,NA,"1","14",3,25,"chew","20.5","7/9/24",30,25,NA,NA,NA,"lf ct might be higher collected w/ lvs from second plant geno is fine","100-13",2,"str"
"p907","ARR","2",2,"1",NA,NA,"KM","SO",0,3,"96",NA,NA,NA,NA,"14",0,0,"","29","7/9/24",278,19,NA,NA,NA,"","100-15.5",2,"str"
"p909","ARR","2",2,NA,NA,NA,"KM","R",NA,NA,NA,NA,NA,NA,NA,"8",0,0,"","9","7/9/24",33,30,NA,NA,NA,"drying out","37",2,"str"
"p911","ARR","2",2,NA,NA,NA,"KM","SO",0,2,"71",NA,NA,NA,NA,"8",0,0,"","32","7/9/24",251,15,NA,NA,NA,"","100-15",2,"str"
"p915","ARR","2",2,NA,NA,NA,"KM","SO",0,1,"76",NA,NA,NA,NA,"10",7,40,"chew","36","7/9/24",262,12,NA,NA,NA,"","100-13.5",2,"str"
"p918","ARR","2",2,NA,NA,NA,"KM","R",NA,NA,NA,NA,NA,NA,NA,"19",2,5,"chew; window","56","7/9/24",20,30,NA,NA,NA,"dead stalk","100-19.5",2,"str"
"p919","ARR","2",2,"1",NA,NA,"KM","SO",0,3,"156",NA,NA,NA,NA,"25",0,0,"","58","7/9/24",496,30,NA,NA,NA,"dead stalk; nail to N","100-16",2,"str"
"p921","ARR","2",2,"1",223,NA,"KM","FS",1,4,"183",NA,NA,NA,NA,"17",0,0,"","53","7/9/24",524,34,NA,NA,NA,"","54.5",2,"str"
"p923","ARR","2",2,"1",225,NA,"KM","FS",9,16,"61",NA,NA,NA,NA,"14",2,5,"window; chew","65","7/9/24",439,15,NA,NA,NA,"plus 2 gals","45.5",2,"hyb"
"p924","ARR","2",3,"1",217,NA,"CR","SO",0,7,"104",NA,NA,NA,NA,"28",13,10,"window; chew","12","7/9/24",413,36,NA,NA,NA,"SLA","11.5",2,"hyb"
"p925","ARR","2",3,"1",218,NA,"CR","FS",8,23,"121",NA,NA,NA,NA,"16",4,5,"window; chew","27","7/9/24",443,42,NA,NA,NA,"plus 2 gals","2",2,"hyb"
"p928","ARR","2",3,"1",221,NA,"CR","R",NA,NA,NA,NA,NA,NA,NA,"14",7,5,"window; chew","50-12","7/9/24",34,50,NA,NA,NA,"","10",2,"hyb"
"p929","ARR","2",3,"1",222,NA,"CR","R",NA,NA,NA,NA,NA,NA,NA,"13",3,20,"window; chew","50-10.5","7/9/24",45,44,NA,NA,NA,"","13",2,"hyb"
"p930","ARR","2",3,NA,NA,NA,"CR","R",NA,NA,NA,NA,NA,NA,NA,"11",3,5,"chew","50-22","7/9/24",37,41,NA,NA,NA,"","14.5",2,"hyb"
"p933","ARR","2",3,"1",NA,NA,"CR","FS",8,6,"109",NA,NA,NA,NA,"31",1,5,"window","50-22","7/9/24",379,35,NA,NA,NA,"plus 1 gal","20.5",2,"hyb"
"p939","ARR","2",3,NA,NA,NA,"CR","FS",1,1,NA,NA,NA,NA,NA,"18",3,10,"chew","50-20.8","7/9/24",270,24,NA,NA,NA,"nail is out of quadrat; plus 3 galls","50",2,"hyb"
"p940","ARR","2",3,NA,NA,NA,"CR","R",NA,NA,NA,NA,NA,NA,NA,"8",2,15,"window","50-18","7/9/24",29,24,NA,NA,NA,"","50-9.5",2,"hyb"
"p941","ARR","2",3,"1",227,NA,"CR","R",NA,NA,NA,NA,NA,NA,NA,"12",2,5,"chew","50-17.5","7/9/24",64,61,NA,NA,NA,"","50-7.5",2,"hyb"
"p942","ARR","2",3,"1",NA,NA,"CR","FS",2,2,"76",NA,NA,NA,NA,"13",3,10,"chew","50-20","7/9/24",307,25,NA,NA,NA,"plus 3 gals","50-3.3",2,"hyb"
"p965","ARR","2",3,"1",NA,NA,"KM","FS",2,5,"39",NA,NA,NA,NA,"17",0,0,"","9.5","7/9/24",248,24,NA,NA,NA,"pain in the ass","50-7",2,"hyb"
"p966","ARR","2",3,NA,234,NA,"KM","FS",5,6,"45",NA,NA,NA,"1","24",0,0,"","9","7/9/24",354,24,NA,NA,NA,"","50-5.5",2,"hyb"
"p967","ARR","2",3,NA,NA,NA,"CR","FS",2,7,"177",NA,NA,NA,NA,"10",3,5,"chew; window","50-31.5","7/9/24",403,15,NA,NA,NA,"","50-8",2,"hyb"
"p968","ARR","2",3,NA,235,NA,"CR","SO",0,2,"20",NA,NA,NA,NA,"14",2,5,"chew","50-32.5","7/9/24",220,22,NA,NA,NA,"","50-3.5",2,"hyb"
"p969","ARR","2",3,"1",236,NA,"KM","FS",3,3,"41",NA,NA,NA,"1","15",4,5,"chew; window","11.5","7/9/24",33,19,NA,NA,NA,"plus 1 gal","50-4.5",2,"hyb"
"p970","ARR","2",3,NA,NA,NA,"KM","R",NA,NA,NA,NA,NA,NA,NA,"10",1,20,"window","13.5","7/9/24",19,26,NA,NA,NA,"","50-6",2,"hyb"
"p971","ARR","2",3,NA,NA,NA,"CR","R",NA,NA,NA,NA,NA,NA,NA,"10",0,0,"","50-31","7/9/24",15,26,NA,NA,NA,"","50-6.5",2,"hyb"
"p972","ARR","2",3,"1",NA,NA,"CR","SO",0,13,"147",NA,NA,NA,NA,"17",7,70,"absent; window; chew","50-34","7/9/24",455,17,NA,NA,NA,"","50-9",2,"hyb"
"p973","ARR","2",3,NA,NA,NA,"KM","B",NA,NA,NA,NA,NA,NA,NA,"8",0,0," ","15","7/9/24",208,31,NA,NA,NA,"","48",2,"hyb"
"p974","ARR","2",3,NA,NA,NA,"CR","R",NA,NA,NA,NA,NA,NA,NA,"5",0,0,"","50-28.5","7/9/24",10,13,NA,NA,NA,"","50-7",2,"hyb"
"p975","ARR","2",3,"1",NA,NA,"KM","R",NA,NA,NA,NA,NA,NA,NA,"13",0,0,"","11.5","7/9/24",25,38,NA,NA,NA,"","50-9.5",2,"hyb"
"p976","ARR","2",3,"1",237,NA,"CR","SO",0,1,"23",NA,NA,NA,"1","22",8,15,"chew","19","7/9/24",294,22,NA,NA,NA,"plus 3 gals; frt out of gal","50-16.5",2,"hyb"
"p977","ARR","2",3,"1",238,NA,"KM","FS",3,3,"72",NA,NA,NA,"1","10",0,0,"","13.5","7/9/24",300,25,NA,NA,NA,"plus 1 gal","50-9.5",2,"hyb"
"p978","ARR","2",3,"1",239,NA,"CR","SO",0,4,"65",NA,NA,NA,NA,"15",2,10,"chew","20","7/9/24",323,24,NA,NA,NA,"","50-22",2,"hyb"
"p979","ARR","2",3,NA,NA,NA,"KM","R",NA,NA,NA,NA,NA,NA,NA,"18",0,0,"","14","7/9/24",32,29,NA,NA,NA,"dead stalk","17.5",2,"hyb"
"p980","ARR","2",3,"1",240,NA,"CR","SO",0,4,"42",NA,NA,NA,NA,"12",3,5,"chew","14","7/9/24",256,17,NA,NA,NA,"plus 1 gal","50-16",2,"hyb"
"p981","ARR","2",4,NA,NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"8",0,0,"","8","7/9/24",8,7,NA,NA,NA,"","7",2,"ret"
"p982","ARR","2",4,NA,NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"7",0,0,"","5","7/9/24",9,9,NA,NA,NA,"","14",2,"ret"
"p983","ARR","2",4,NA,NA,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"7",0,0,"","50-5.5","7/9/24",14,9,NA,NA,NA,"","50-18",2,"ret"
"p984","ARR","2",4,NA,NA,NA,"KM","SO",0,4,"5",NA,NA,NA,"1","9",0,0,"","50-12","7/9/24",150,5,NA,NA,NA,"","50-29.5",2,"ret"
"p985","ARR","2",4,NA,NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"6",0,0,"","9","7/9/24",5,5,NA,NA,NA,"nail to E","10",2,"ret"
"p986","ARR","2",4,NA,NA,NA,"KM","SO",0,5,"44",NA,NA,NA,NA,"13",0,0,"","50-16.5","7/9/24",230,9,NA,NA,NA,"","1.5",2,"ret"
"p987","ARR","2",4,NA,NA,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"8",0,0,"","50-16.5","7/9/24",21,16,NA,NA,NA,"","4.5",2,"ret"
"p988","ARR","2",4,NA,NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"12",0,0,"","13.5","7/9/24",10,10,NA,NA,NA,"","8.5",2,"ret"
"p989","ARR","2",4,NA,NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"10",0,0,"","13","7/9/24",15,14,NA,NA,NA,"","12.5",2,"ret"
"p990","ARR","2",4,NA,NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"15",0,0,"","4","7/9/24",10,11,NA,NA,NA,"","20",2,"ret"
"p991","ARR","2",4,NA,NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"10",0,0,"","6","7/9/24",6,5,NA,NA,NA,"drying out","22.5",2,"ret"
"p992","ARR","2",4,NA,NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"8",0,0,"","6.5","7/9/24",15,7,NA,NA,NA,"","24",2,"ret"
"p993","ARR","2",4,NA,NA,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"6",1,5,"chew","50-15","7/9/24",14,20,NA,NA,NA,"","11.5",2,"ret"
"p994","ARR","2",4,NA,NA,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"11",0,0,"","50-17","7/9/24",24,22,NA,NA,NA,"BWR; nail to N","11",2,"ret"
"p995","ARR","2",4,NA,NA,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"5",0,0,"","50-20","7/9/24",3,2,NA,NA,NA,"","10.5",2,"ret"
"p996","ARR","2",4,NA,NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"9",0,0,"","13.5","7/9/24",10,12,NA,NA,NA,"","16",2,"ret"
"p997","ARR","2",4,NA,NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"6",0,0,"","15.5","7/9/24",7,9,NA,NA,NA,"","16.5",2,"ret"
"p998","ARR","2",4,NA,NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"7",0,0,"","12.5","7/9/24",7,9,NA,NA,NA,"","18",2,"ret"
"p999","ARR","2",4,NA,NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"7",0,0,"","17","7/9/24",5,10,NA,NA,NA,"","17.5",2,"ret"
