"ID","Site","TR","QUAD","Geno","GLS","SLA","Obs","Stg","FLN","FRN","INH","PL1","PL2","Nec","TCO","LFN","DLN","AvgPCD","herbType","y","date","H","W","FRL","PC","FLA","notes","x.2","trip","genoSuspect"
"p1150","ARR","1","6","",NA,"","KM","R",0,0,"0","","","","","10",0,0,"","71.7","7/25/24",32,9,NA,"","","","39.4",3,""
"p1151","ARR","2","6","",NA,"","MS","B",0,0,"0","","","","1","23",0,0,"","84","7/25/24",125,13,NA,"","","DL","30.8",3,""
"p1152","ARR","2","6","retro?",NA,"","KM","SO",0,13,"55","","","","","23",2,5,"absent","45.5","7/25/24",352,16,NA,"","","seed collected","17",3,""
"p1153","ARR","2","6","",NA,"","KM","R",0,0,"0","","","","","23",0,0,"","100-3.5","7/25/24",13,15,NA,"","","","50.5",3,""
"p1154","ARR","2","6","retro?",NA,"","MS","SO",0,30,"291","","","","","51",0,0,"","92","7/25/24",508,37,NA,"","","DL","80",3,""
"p1155","TWM","1","4","",NA,"","MS","R",0,0,"0","","","","","10",0,0,"","11","7/27/24",25,23,NA,"","","","17.5",3,""
"p1156","TWM","1","4","",NA,"","MS","R",0,0,"0","","","","","8",1,50,"chew","19.5","7/27/24",15,13,NA,"","","nail to W","14.5",3,""
"p1157","TWM","1","4","",NA,"","MS","R",0,0,"0","","","","","8",0,0,"","25.5","7/27/24",10,18,NA,"","","","2",3,""
"p1158","TWM","1","4","",NA,"","MS","R",0,0,"0","","","","","13",1,5,"chew","27","7/27/24",15,17,NA,"","","","12",3,""
"p1159","TWM","1","4","",NA,"","MS","R",0,0,"0","","","","","16",0,0,"","26","7/27/24",13,11,NA,"","","","23",3,""
"p116","SOV","1","1",NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"5",0,0,"","372","6/20/24",0.8,0.8,"",NA,NA,"","-151",1,"str"
"p1160","TWM","1","4","",NA,"","MS","R",0,0,"0","","","","","7",0,0,"","24","7/27/24",15,20,NA,"","","","34",3,""
"p1161","TWM","1","4","",NA,"","KM","R",0,0,"0","","","","","5",0,0,"","95","7/27/24",12,15,NA,"","","","83",3,""
"p1162","TWM","1","4","",NA,"","KM","R",0,0,"0","","","","","6",0,0,"","92.5","7/27/24",14,16,NA,"","","nail 3cm S","90.5",3,""
"p1163","TWM","1","4","",NA,"","MS","R",0,0,"0","","","","","10",0,0,"","33","7/27/24",10,12,NA,"","","","4",3,""
"p1164","TWM","1","4","",NA,"","MS","R",0,0,"0","","","","","16",0,0,"","35","7/27/24",35,54,NA,"","","2 rosettes connected","5.5",3,""
"p1165","TWM","1","4","",NA,"","KM","R",0,0,"0","","","","","9",0,0,"","95.5","7/27/24",26,18,NA,"","","nail halfway in","86",3,""
"p1166","TWM","1","4","",NA,"","MS","R",0,0,"0","","","","","12",1,5,"chew","37.5","7/27/24",20,15,NA,"","","2 rosettes connected","1",3,""
"p1167","TWM","1","4","",NA,"","MS","R",0,0,"0","","","","","8",1,10,"chew","39","7/27/24",20,27,NA,"","","","6.5",3,""
"p1168","TWM","1","4","",NA,"","KM","R",0,0,"0","","","","","3",0,0,"","81.5","7/27/24",14,5,NA,"","","BWR","81",3,""
"p1169","TWM","1","4","",NA,"","KM","R",0,0,"0","","","","","4",0,0,"","81.5","7/27/24",20,12,NA,"","","nail halfway in","79.5",3,""
"p117","SOV","1","1",NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"5",0,0,"","373","6/20/24",1,0.8,"",NA,NA,"1 R to NW 1cm","-155",1,"str"
"p1170","TWM","1","4","",NA,"","KM","R",0,0,"0","","","","","2",0,0,"","79.5","7/27/24",10,3,NA,"","","BWR; nail E halfway in","76.5",3,""
"p1171","TWM","1","4","",NA,"","KM","R",0,0,"0","","","","","4",0,0,"","81.3","7/27/24",12,3,NA,"","","BWR; p1171-p1173 share a nail to NW of clump","75.3",3,""
"p1172","TWM","1","4","",NA,"","KM","R",0,0,"0","","","","","10",0,0,"","80.5","7/27/24",16,18,NA,"","","BWR; p1171-p1173 share a nail to NW of clump","74.8",3,""
"p1173","TWM","1","4","",NA,"","KM","R",0,0,"0","","","","","6",0,0,"","80","7/27/24",17,9,NA,"","","BWR; p1171-p1173 share a nail to NW of clump","73.5",3,""
"p1174","TWM","1","4","",NA,"","KM","R",0,0,"0","","","","","2",0,0,"","83.2","7/27/24",11,4,NA,"","","BWR; nail to NW","72.8",3,""
"p1175","TWM","1","4","",NA,"","KM","R",0,0,"0","","","","","3",0,0,"","82","7/27/24",12,10,NA,"","","BWR; nail to S + halfway in","72.3",3,""
"p1176","TWM","1","4","",NA,"","MS","R",0,0,"0","","","","","11",0,0,"","46","7/27/24",30,20,NA,"","","nail to W; BWR","19",3,""
"p1177","TWM","1","4","",NA,"","MS","R",0,0,"0","","","","","15",0,0,"","41.5","7/27/24",15,19,NA,"","","nail to E","38",3,""
"p1178","TWM","1","4","",NA,"","MS","R",0,0,"0","","","","","8",0,0,"","44.5","7/27/24",17,17,NA,"","","nail to E","37",3,""
"p1179","TWM","1","4","",NA,"","MS","R",0,0,"0","","","","","3",0,0,"","49","7/27/24",6,6,NA,"","","","47.5",3,""
"p118","SOV","1","1","1",108,"1","KM","FS",6,8,"7.8","0.4","0.9","0","0","31",1,5,"window","334","6/20/24",38.2,2.7,"2.6","1","1","old stalk","-160.5",1,"str"
"p1180","TWM","1","4","",NA,"","MS","R",0,0,"0","","","","","10",0,0,"","54","7/27/24",27,19,NA,"","","nail to E","38",3,""
"p1181","TWM","1","4","",NA,"","MS","R",0,0,"0","","","","","13",1,5,"chew","55.5","7/27/24",30,29,NA,"","","nail to W","36.5",3,""
"p1182","TWM","1","4","",NA,"","MS","R",0,0,"0","","","","","5",1,5,"window","8.5","7/27/24",15,15,NA,"","","little circles in a line (omg); nail to E","75",3,""
"p1183","TWM","1","4","",NA,"","KM","R",0,0,"0","","","","","6",0,0,"","79","7/27/24",16,4,NA,"","","BWR; nail 4cm SW","71.4",3,""
"p1184","TWM","1","4","",NA,"","KM","R",NA,NA,NA,"","","","","10",0,0,"","75.5","7/27/24",12,7,NA,"","","BWR","61",3,""
"p1185","TWM","1","4","",NA,"","KM","R",NA,NA,NA,"","","","","5",0,0,"","98.5","7/27/24",9,8,NA,"","","","37",3,""
"p1186","TWM","1","4","",NA,"","MS","R",NA,NA,NA,"","","","","10",0,0,"","64","7/27/24",40,28,NA,"","","","12",3,""
"p1187","TWM","1","4","",NA,"","MS","R",NA,NA,NA,"","","","","15",0,0,"","66","7/27/24",14,14,NA,"","","nail to SE","20.5",3,""
"p1188","TWM","1","4","",NA,"","KM","R",NA,NA,NA,"","","","","6",0,0,"","94.5","7/27/24",31,7,NA,"","","","17.5",3,""
"p1189","TWM","1","4","",NA,"","KM","R",NA,NA,NA,"","","","","15",0,0,"","95.5","7/27/24",29,25,NA,"","","nail to W","19",3,""
"p119","SOV","1","1",NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"7",1,5,"window","386","6/20/24",2.1,1.9,"",NA,NA,"nail to the left of pla","-198",1,"str"
"p1190","TWM","1","4","",NA,"","MS","R",NA,NA,NA,"","","","","14",0,0,"","63","7/27/24",30,23,NA,"","","","39",3,""
"p1191","TWM","1","4","",NA,"","KM","R",NA,NA,NA,"","","","","20",0,0,"","79.5","7/27/24",29,24,NA,"","","nail to NE","16.5",3,""
"p1192","TWM","1","4","",NA,"","MS","R",NA,NA,NA,"","","","","12",0,0,"","70","7/27/24",33,10,NA,"","","leaves drying out","10",3,""
"p1193","TWM","1","4","",NA,"","KM","R",NA,NA,NA,"","","","","4",0,0,"","30.5","7/27/24",11,8,NA,"","","nail to N","55.5",3,""
"p1194","TWM","1","6","",NA,"","MS","R",NA,NA,NA,"","","","","11",0,0,"","43","7/27/24",6,8,NA,"","","nail 4.5cm SSW","2.5",3,""
"p1195","TWM","1","6","",NA,"","KM","R",NA,NA,NA,"","","","","36",0,0,"","87.2","7/27/24",35,20,NA,"","","BWR","83",3,""
"p1196","TWM","1","6","",NA,"","KM","SO",0,7,"45","","","","","31",0,0,"","89.5","7/27/24",228,14,NA,"","","BWR; leaves dry; nail 3.5cm to N","82.5",3,""
"p1197","TWM","1","6","",NA,"","MS","R",NA,NA,NA,"","","","","11",0,0,"","20","7/27/24",19,9,NA,"","","","22.2",3,""
"p1198","TWM","1","6","",NA,"","MS","R",NA,NA,NA,"","","","","10",0,0,"","31","7/27/24",15,9,NA,"","","drying; nail to SE","33",3,""
"p1199","TWM","1","6","",NA,"","KM","R",NA,NA,NA,"","","","","18",0,0,"","79","7/27/24",36,17,NA,"","","BWR; nail 3.5cm to S","84",3,""
"p120","SOV","1","1","1",110,"1","CR","FS",15,10,"5.4","0.6","1","0","0","68",2,5,"window","388","6/20/24",54.2,6.9,"1.8","1","1","6 old stalks","-196",1,"str"
"p1200","TWM","1","6","",NA,"","MS","R",NA,NA,NA,"","","","","15",0,0,"","44","7/27/24",20,18,NA,"","","nail 3.5cm to S","100-12",3,""
"p1201","TWM","1","6","",NA,"","KM","R",NA,NA,NA,"","","","","5",0,0,"","74.5","7/27/24",16,6,NA,"","","nail to N","59.5",3,""
"p1202","TWM","1","6","",NA,"","KM","R",NA,NA,NA,"","","","","9",0,0,"","71.5","7/27/24",19,8,NA,"","","","55.5",3,""
"p1203","TWM","1","6","",NA,"","MS","R",NA,NA,NA,"","","","","8",0,0,"","51","7/27/24",23,9,NA,"","","BWR","100-7",3,""
"p1204","TWM","1","6","",NA,"","KM","R",NA,NA,NA,"","","","","20",0,0,"","63.5","7/27/24",13,15,NA,"","","BWR","48.5",3,""
"p1205","TWM","1","6","",NA,"","MS","R",NA,NA,NA,"","","","","11",0,0,"","56","7/27/24",15,12,NA,"","","","100-17",3,""
"p1206","TWM","1","6","",NA,"","KM","R",NA,NA,NA,"","","","","13",0,0,"","56","7/27/24",14,12,NA,"","","BWR","84",3,""
"p1207","TWM","2","6","",NA,"","TM","R",NA,NA,NA,"","","","","14",0,0,"","48.2","7/27/24",22,11,NA,"","","","100-30",3,""
"p1208","TWM","2","6","",NA,"","KM","R",NA,NA,NA,"","","","","14",0,0,"","66","7/27/24",16,8,NA,"","","","57",3,""
"p1209","TWM","2","6","",NA,"","TM","R",NA,NA,NA,"","","","","21",0,0,"","13","7/27/24",11,12,NA,"","","nail halfway out","100-21.6",3,""
"p121","SOV","1","1","1",109,"1","KM","FS",7,5,"3.1","0.5","0.9","0","0","33",0,0,"","334","6/20/24",24.2,3.7,"1.1","1","1","","-169",1,"str"
"p1210","TWM","2","6","",NA,"","KM","R",NA,NA,NA,"","","","","7",0,0,"","58.5","7/27/24",8,4,NA,"","","","85.5",3,""
"p1211","TWM","2","6","",NA,"","KM","R",0,0,"0","","","","","12",0,0,"","13.8","7/27/24",16,11,NA,"","","","89.5",3,""
"p1212","TWM","2","5","",NA,"","TM","R",0,0,"0","","","","","9",0,0,"","1","7/27/24",11,8,NA,"","","nail to W","8.8",3,""
"p1213","TWM","2","5","",NA,"","TM","R",0,0,"0","","","","","7",0,0,"","100-5.5","7/27/24",10,6,NA,"","","","47",3,""
"p1214","TWM","2","5","",NA,"","TM","SO",0,3,"21","","","","","4",0,0,"","54.5","7/27/24",105,7,NA,"","","lots of lvs that are uncountable; DL; regrowth; BWR","100-4",3,""
"p1215","TWM","2","5","",NA,"","TM","R",0,0,"0","","","","","18",0,0,"","100-9","7/27/24",10,11,NA,"","","nail 6cm N; BWR","26",3,""
"p1216","TWM","2","5","",NA,"","TM","R",0,0,"0","","","","","18",0,0,"","99","7/27/24",28,14,NA,"","","BWR; n 3cm N","64",3,""
"p1217","TWM","2","5","",NA,"","TM","B",NA,NA,NA,"","","","1",NA,NA,NA,"","100-19","7/27/24",71,12,NA,"","","DL; BWR","1",3,""
"p1218","TWM","2","5","",NA,"","KM","R",0,0,"0","","","","","23",0,0,"","31","7/27/24",54,9,NA,"","","BWR; n to SE","100-2.5",3,""
"p1219","TWM","2","5","",NA,"","KM","R",0,0,"0","","","","","29",0,0,"","30","7/27/24",24,18,NA,"","","BWR","100-34",3,""
"p122","SOV","1","2",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"15",0,0,"","924","6/20/24",2.9,1.8,"",NA,NA,"","-23",1,""
"p1220","TWM","2","3","",NA,"","TM","R",0,0,"0","","","","","7",0,0,"","8.5","7/27/24",9,5,NA,"","","","46",3,""
"p1221","TWM","2","3","",NA,"","KM","R",0,0,"0","","","","","11",0,0,"","76.5","7/27/24",26,8,NA,"","","BWR","49",3,""
"p1222","TWM","2","3","",NA,"","TM","R",0,0,"0","","","","","9",0,0,"","5.3","7/27/24",7,7,NA,"","","","2.5",3,""
"p1223","TWM","2","3","",NA,"","KM","R",0,0,"0","","","","","3",0,0,"","60","7/27/24",10,4,NA,"","","","62",3,""
"p1224","TWM","2","3","",NA,"","TM","R",0,0,"0","","","","","9",0,0,"","27","7/27/24",16,16,NA,"","","","29.5",3,""
"p123","SOV","1","2",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"17",0,0,"","929","6/20/24",2.7,2.1,"",NA,NA,"","-23",1,""
"p124","SOV","1","2",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"18",0,0,"","938","6/20/24",1.9,1.5,"",NA,NA,"","-21",1,""
"p125","SOV","1","2",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"13",0,0,"","940","6/20/24",1.3,0.7,"",NA,NA,"","-24.5",1,""
"p126","SOV","1","2",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"14",0,0,"","929.5","6/20/24",2.6,1.5,"",NA,NA,"","-5.38",1,""
"p127","SOV","1","2",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"17",0,0,"","934","6/20/24",2.3,2.2,"",NA,NA,"in antennaria","-39",1,""
"p128","SOV","1","2",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"18",0,0,"","938","6/20/24",3.3,2,"",NA,NA,"","-40",1,""
"p129","SOV","1","2",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"","927","6/20/24",NA,NA,"",NA,NA,"very small unable to record","-56",1,""
"p130","SOV","1","2",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"","948","6/20/24",NA,NA,"",NA,NA,"very small unable to record","-85.6",1,""
"p131","SOV","1","2",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"20",0,0,"","952","6/20/24",3.1,2.6,"",NA,NA,"","-94.5",1,""
"p132","SOV","1","2",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"22",0,0,"","905","6/20/24",4.2,3.2,"",NA,NA,"at base of transect tape kinda off","-67.5",1,""
"p133","SOV","1","2",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"13",0,0,"","909","6/20/24",2.4,1.7,"",NA,NA,"","-143.5",1,""
"p134","SOV","1","2",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"16",0,0,"","921","6/20/24",2.5,1.4,"",NA,NA,"","-144",1,""
"p135","SOV","1","2",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,"1","15",0,0,"","943","6/20/24",4.2,0.9,"",NA,NA,"","-163",1,""
"p136","SOV","1","2",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,"1","25",1,90,"chewing","981","6/20/24",4.6,2.5,"",NA,NA,"","-11.5",1,""
"p137","SOV","1","2","1",111,"1","KM","FS",1,4,"1.7",NA,NA,NA,NA,"33",0,0,"","975","6/20/24",22.5,3.4,"3.1","1","1","old stalk","-29",1,""
"p138","SOV","1","2",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"21",0,0,"","984","6/20/24",4.3,2.5,"",NA,NA,"","-44",1,""
"p139","SOV","1","2",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"16",0,0,"","981","6/20/24",2.9,2.1,"",NA,NA,"","-51.5",1,""
"p140","SOV","1","2",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"21",0,0,"","1012","6/20/24",2.1,3.3,"",NA,NA,"[cords might be 192 81 unclear mas 01 Jul 2024]","-81",1,""
"p141","SOV","1","2",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"17",0,0,"","985","6/20/24",1.8,1.2,"",NA,NA,"","-90.5",1,""
"p142","SOV","1","2",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"15",0,0,"","981","6/20/24",2.3,1.8,"",NA,NA,"","-90",1,""
"p143","SOV","1","2",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"12",0,0,"","974","6/20/24",2.5,1.3,"",NA,NA,"nail to NW","-84.5",1,""
"p144","SOV","1","2",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"24",0,0,"","963","6/20/24",2.2,2.4,"",NA,NA,"2R; neighbor to SW","-89.5",1,""
"p145","SOV","1","2",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"24",0,0,"","993","6/20/24",2.7,1.4,"",NA,NA,"","-132.7",1,""
"p146","SOV","1","2",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"","965","6/20/24",NA,NA,"",NA,NA,"very small unable to record","-133",1,""
"p147","SOV","1","2",NA,NA,NA,"KM","FS",5,7,"2.9",NA,NA,"0","0","45",0,0,"","981","6/20/24",26.4,3.6,"3.5","1","1","","-161",1,""
"p148","SOV","1",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"11",0,0,"","1512","6/20/24",1.5,1.5,"",NA,NA,"","-38",1,""
"p149","SOV","1",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"8",0,0,"","1515","6/20/24",1,1.4,"",NA,NA,"","-34",1,""
"p150","SOV","1",NA,NA,NA,NA,"MS","B",4,0,"0.7",NA,NA,"0","0","15",0,0,"","1520","6/20/24",9,1.2,NA,"1","1","nail to NW","-32",1,""
"p151","SOV","1",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"9",0,0,"","1535","6/20/24",1.1,1.5,"",NA,NA,"","-118",1,""
"p152","SOV","1",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"11",0,0,"","1567","6/20/24",1.5,1,"",NA,NA,"2 rosette to NW,SW","-235",1,""
"p153","SOV","1",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"30",1,5,"chewing","1581","6/20/24",1.8,1.5,"",NA,NA,"","-244",1,""
"p154","SOV","1",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"10",0,0,"","1597","6/20/24",1.3,2,"",NA,NA,"","-246",1,""
"p155","SOV","1",NA,"1",NA,NA,"MS","FO",3,0,"0.6","0.2","0.5","0","0","33",0,0,"","1607","6/20/24",8.1,2.8,NA,"1","1","","-236",1,""
"p156","SOV","1",NA,"1",NA,NA,"MS","FS",1,4,"4.3","0.3","0.8","0","0","23",0,0,"","1629","6/20/24",20.2,2.9,"3.5","1","1","stem munching","-242",1,""
"p157","SOV","1",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"15",0,0,"","1635","6/20/24",2,1.5,"",NA,NA,"rosette by SE","-261",1,""
"p158","SOV","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"18",1,5,"chewing","1654","6/20/24",2.8,1.8,"",NA,NA,"","-216",1,""
"p159","SOV","1",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"17",0,0,"","1630","6/20/24",2,2.3,"",NA,NA,"","-246",1,""
"p160","SOV","1",NA,NA,NA,NA,"CR","SO",NA,7,"4.9",NA,NA,NA,NA,"17",1,5,"chewing","1683","6/20/24",19.1,1.9,"3.3",NA,NA,"","-252",1,""
"p161","SOV","1",NA,"1",NA,NA,"MS","FS",2,3,"2.8","0.5","0.7","0","0","29",0,0,"","1620","6/20/24",1.72,2.2,"2.6","1","1","nail to W","-266",1,""
"p162","SOV","1",NA,NA,NA,NA,"CR","FS",3,5,"4.8",NA,NA,"0","0","15",1,5,"","1696","6/20/24",2.17,0.8,"4.2",NA,NA,"","-200",1,""
"p163","SOV","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"12",0,0,"","1706","6/20/24",1.5,1,"",NA,NA,"","-228.4",1,""
"p164","SOV","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"14",0,0,"","1706","6/20/24",1.7,1.2,"",NA,NA,"","-208.5",1,""
"p165","SOV","1",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"14",0,0,"","1729","6/20/24",1.8,1.9,"",NA,NA,"","-205",1,""
"p166","SOV","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"16",0,0,"","1780","6/20/24",3.9,1.2,"",NA,NA,"BWR","-247",1,""
"p167","SOV","1",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"29",0,0,"","1830","6/20/24",4.7,2.7,"",NA,NA,"BWR","-238",1,""
"p168","SOV","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"13",4,20,"chewing","1880","6/20/24",1.7,1.7,"",NA,NA,"","-229.5",1,""
"p169","SOV","1",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"18",0,0,"","1839","6/20/24",1.8,1.1,"",NA,NA,"","-224",1,""
"p170","SOV","1",NA,"1",113,"1","CR","R",NA,NA,"",NA,NA,NA,NA,"31",3,5,"chewing","2104","6/20/24",5.3,3.3,"",NA,NA,"","113",1,""
"p171","SOV","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"27",7,5,"chewing","2200","6/20/24",2.7,3.9,"",NA,NA,"","154",1,""
"p172","SOV","1",NA,"1",114,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"28",2,5,"window","2118","6/20/24",5,3.7,"",NA,NA,"","243",1,""
"p173","SOV","1",NA,"1",115,"1","MS","FS",19,16,"2.27","0.3","0.5",NA,NA,"42",0,0,"","2205","6/20/24",5.65,3,"5",NA,NA,"","156",1,""
"p174","SOV","1",NA,"1",116,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"23",5,15,"chewing","2205","6/20/24",5,3,"",NA,NA,"","187",1,""
"p175","SOV","1",NA,"1",NA,"1","MS","R",NA,NA,"",NA,NA,NA,NA,"26",0,0,"","2220.5","6/20/24",1.4,1.3,"",NA,NA,"","203",1,""
"p176","SOV","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"57",0,0,"","2170","6/20/24",1.8,3.2,"",NA,NA,"regrowth","261.5",1,""
"p177","SOV","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"18",0,0,"","2195","6/20/24",3.3,2.5,"",NA,NA,"","257",1,""
"p178","SOV","1",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"9",1,5,"chewing","2455","6/20/24",1.9,1.5,"",NA,NA,"","215",1,""
"p179","SOV","1",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"15",6,5,"window","2468","6/20/24",3,1.9,"",NA,NA,"","215",1,""
"p180","SOV","1",NA,NA,117,"1","CR","FS",85,31,"13,4","0.2","0.5","0","1","115",25,30,"chewing","2504.5","6/20/24",46,3.9,"3","1","1","","259",1,""
"p181","SOV","1",NA,NA,118,NA,"MS","FS",7,17,"11.5",NA,NA,"0","0","30",8,20,"chewing; window","2585.5","6/20/24",14.2,1.8,"4.4","1","1","aphids on plant","212",1,""
"p182","SOV","1",NA,NA,120,"1","MS","FS",49,5,"2.5","0.3","0.7","0","1","31",12,10,"chewing; window","2644.5","6/20/24",29,3.7,"0.8","0","0","SLA cauling leaves","193",1,""
"p183","SOV","1",NA,NA,119,NA,"CR","FS",19,77,"9",NA,NA,"0","1","120",27,10,"chewing; window","2697.5","6/20/24",30.3,4.8,"3.8","0","1","","243",1,""
"p184","SOV","1",NA,NA,NA,NA,"CR","SO",0,8,"4.4",NA,NA,NA,NA,"14",0,0,"","2720","6/20/24",21.5,1.3,"4.3",NA,NA,"","199",1,""
"p185","SOV","1",NA,"1",NA,NA,"CR","FS",5,9,"8","0.2","0.4","0","0","17",2,5,"","2737","6/20/24",25.6,1.3,"3.6","1","1","","207",1,""
"p186","SOV","1",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"14",4,10,"chewing","2760.5","6/20/24",3,2.1,"",NA,NA,"neighbor SE","171",1,""
"p187","SOV","1",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"27",2,5,"chewing","2770.5","6/20/24",4.5,2.8,"",NA,NA,"","213",1,""
"p188","SOV","1",NA,"1",NA,NA,"MS","FS",15,9,"7.5",NA,NA,"0","0","18",4,20,"chewing","2781","6/20/24",24.1,1.9,"3.6","1","1","","214",1,""
"p189","SOV","1",NA,"1",NA,NA,"CR","FO",28,NA,"1.8","0.2","0.5","0","1","39",7,30,"chewing","2789","6/20/24",17.5,1.8,NA,"1","1","","213",1,""
"p190","SOV","1",NA,"1",NA,NA,"CR","SO",0,21,"10.3",NA,NA,NA,NA,"30",0,0,"","2800","6/20/24",35.7,1.5,"4.9",NA,NA,"","213",1,""
"p191","SOV","1",NA,NA,NA,NA,"CR","FO",13,NA,"0.4","0.05","0.35","0","1","23",8,5,"chewing","2800","6/20/24",14.2,1,"","0","0","","247",1,""
"p192","SOV","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"11",0,0,"chewing","2820","6/20/24",1.1,0.9,"",NA,NA,"","206",1,""
"p193","SOV","1",NA,"1",NA,NA,"MS","FO",20,NA,"13.1","0.2","0.7","0","1","47",15,50,"chewing","2840.5","6/20/24",24.7,1.1,"","0","0","","230",1,""
"p194","SOV","1",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"15",0,0,"","2849","6/20/24",2.9,1.9,"",NA,NA,"","251",1,""
"p195","SOV","1",NA,"1",NA,NA,"MS","SO",NA,9,"1.7",NA,NA,NA,NA,"14",5,20,"chewing","2869","6/20/24",21.5,0.5,"3.3",NA,NA,"","248",1,""
"p196","SOV","1",NA,NA,NA,NA,"MS","B",12,0,"5.4",NA,NA,"0","1","23",9,20,"chewing","2887","6/20/24",13.6,1,"","0","0","hole in the stem","271",1,""
"p197","SOV","1",NA,NA,NA,NA,"CR","SO",NA,5,"2.8",NA,NA,NA,"1","15",15,90,"chewing","2940","6/20/24",19.5,0.5,"9",NA,NA,"chewed fruits","251",1,""
"p198","SOV","1",NA,NA,NA,NA,"CR","SO",NA,9,"6.8",NA,NA,NA,NA,"20",2,10,"chewing","2962","6/20/24",24.1,1.3,"3.4",NA,NA,"hole in fruit","265",1,""
"p199","SOV","1",NA,"1",121,NA,"CR","FS",2,18,"10.7","0.05","0.2",NA,NA,"26",3,5,"chewing","2973.5","6/20/24",24.3,0.8,"4.2",NA,NA,"","271",1,""
"p200","SOV","1",NA,"1",122,NA,"CR","SO",NA,41,"39.9",NA,NA,NA,NA,"22",2,5,"chewing; window","2985","6/20/24",50.2,1.7,"4.7",NA,NA,"BWR","283",1,""
"p201","SOV","2","1",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"8",NA,NA,"",NA,"6/21/24",11,12,"",NA,NA,"cm",NA,1,""
